id_recipe,name_recipe,image,type,status,summary,ingredients
27,Stuffed Bell Peppers,stuffed_peppers.jpg,dinner,Published,Colorful bell peppers stuffed with rice and meat,"[{""id_ingredient"": 53, ""name_ingredient"": ""Bell Peppers"", ""quantity"": 4.0, ""unit"": ""piece"", ""image"": ""bell_peppers.jpg""}, {""id_ingredient"": 54, ""name_ingredient"": ""Ground Beef"", ""quantity"": 250.0, ""unit"": ""g"", ""image"": ""ground_beef.jpg""}]"
28,Shakshuka,shakshuka.jpg,breakfast,Published,Middle Eastern eggs poached in spicy tomato sauce,"[{""id_ingredient"": 55, ""name_ingredient"": ""Eggs"", ""quantity"": 4.0, ""unit"": ""piece"", ""image"": ""eggs.jpg""}, {""id_ingredient"": 56, ""name_ingredient"": ""Tomato Sauce"", ""quantity"": 200.0, ""unit"": ""ml"", ""image"": ""tomato_sauce.jpg""}]"
29,Poke Bowl,poke_bowl.jpg,lunch,Published,Hawaiian-style raw fish bowl with rice and toppings,"[{""id_ingredient"": 57, ""name_ingredient"": ""Sushi Grade Tuna"", ""quantity"": 200.0, ""unit"": ""g"", ""image"": ""tuna.jpg""}, {""id_ingredient"": 58, ""name_ingredient"": ""Sushi Rice"", ""quantity"": 150.0, ""unit"": ""g"", ""image"": ""sushi_rice.jpg""}]"
30,Moroccan Tagine,moroccan_tagine.jpg,dinner,Published,Traditional slow-cooked Moroccan stew with meat and vegetables,"[{""id_ingredient"": 59, ""name_ingredient"": ""Lamb Shoulder"", ""quantity"": 500.0, ""unit"": ""g"", ""image"": ""lamb_shoulder.jpg""}, {""id_ingredient"": 60, ""name_ingredient"": ""Preserved Lemons"", ""quantity"": 50.0, ""unit"": ""g"", ""image"": ""preserved_lemons.jpg""}]"
31,Korean Bibimbap,bibimbap.jpg,dinner,Published,Traditional Korean mixed rice bowl with vegetables and meat,"[{""id_ingredient"": 61, ""name_ingredient"": ""Beef"", ""quantity"": 200.0, ""unit"": ""g"", ""image"": ""beef.jpg""}, {""id_ingredient"": 62, ""name_ingredient"": ""Rice"", ""quantity"": 150.0, ""unit"": ""g"", ""image"": ""rice.jpg""}]"
32,Chia Seed Pudding,chia_pudding.jpg,breakfast,Published,Creamy overnight chia seed pudding with tropical fruits,"[{""id_ingredient"": 63, ""name_ingredient"": ""Chia Seeds"", ""quantity"": 50.0, ""unit"": ""g"", ""image"": ""chia_seeds.jpg""}, {""id_ingredient"": 64, ""name_ingredient"": ""Coconut Milk"", ""quantity"": 200.0, ""unit"": ""ml"", ""image"": ""coconut_milk.jpg""}]"
33,Greek Gyros Plate,gyros_plate.jpg,lunch,Published,Classic Greek gyros with tzatziki and pita,"[{""id_ingredient"": 65, ""name_ingredient"": ""Pita Bread"", ""quantity"": 2.0, ""unit"": ""piece"", ""image"": ""pita.jpg""}, {""id_ingredient"": 66, ""name_ingredient"": ""Tzatziki"", ""quantity"": 100.0, ""unit"": ""g"", ""image"": ""tzatziki.jpg""}]"
34,Indian Butter Chicken,butter_chicken.jpg,dinner,Published,Creamy tomato-based chicken curry with aromatic spices,"[{""id_ingredient"": 67, ""name_ingredient"": ""Chicken Thighs"", ""quantity"": 300.0, ""unit"": ""g"", ""image"": ""chicken_thighs.jpg""}, {""id_ingredient"": 68, ""name_ingredient"": ""Tomato Sauce"", ""quantity"": 200.0, ""unit"": ""ml"", ""image"": ""tomato_sauce.jpg""}]"
35,Green Detox Smoothie,detox_smoothie.jpg,breakfast,Published,Nutrient-packed green smoothie with leafy greens,"[{""id_ingredient"": 69, ""name_ingredient"": ""Spinach"", ""quantity"": 100.0, ""unit"": ""g"", ""image"": ""spinach.jpg""}, {""id_ingredient"": 70, ""name_ingredient"": ""Green Apple"", ""quantity"": 1.0, ""unit"": ""piece"", ""image"": ""green_apple.jpg""}]"
36,Cuban Sandwich,cuban_sandwich.jpg,lunch,Published,Traditional Cuban pressed sandwich with ham and pickles,"[{""id_ingredient"": 71, ""name_ingredient"": ""Pork Shoulder"", ""quantity"": 200.0, ""unit"": ""g"", ""image"": ""pork_shoulder.jpg""}, {""id_ingredient"": 72, ""name_ingredient"": ""Pickles"", ""quantity"": 50.0, ""unit"": ""g"", ""image"": ""pickles.jpg""}]"
37,Peruvian Lomo Saltado,lomo_saltado.jpg,dinner,Published,Peruvian stir-fried beef with French fries,"[{""id_ingredient"": 73, ""name_ingredient"": ""Beef Sirloin"", ""quantity"": 250.0, ""unit"": ""g"", ""image"": ""beef_sirloin.jpg""}, {""id_ingredient"": 74, ""name_ingredient"": ""French Fries"", ""quantity"": 150.0, ""unit"": ""g"", ""image"": ""french_fries.jpg""}]"
38,Matcha Overnight Oats,matcha_oats.jpg,breakfast,Published,Green tea-infused overnight oats,"[{""id_ingredient"": 75, ""name_ingredient"": ""Rolled Oats"", ""quantity"": 100.0, ""unit"": ""g"", ""image"": ""rolled_oats.jpg""}, {""id_ingredient"": 76, ""name_ingredient"": ""Matcha Powder"", ""quantity"": 10.0, ""unit"": ""g"", ""image"": ""matcha_powder.jpg""}]"
39,Sushi Burrito,sushi_burrito.jpg,lunch,Published,Fusion sushi roll wrapped like a burrito,"[{""id_ingredient"": 77, ""name_ingredient"": ""Sushi Rice"", ""quantity"": 150.0, ""unit"": ""g"", ""image"": ""sushi_rice.jpg""}, {""id_ingredient"": 78, ""name_ingredient"": ""Fresh Tuna"", ""quantity"": 200.0, ""unit"": ""g"", ""image"": ""tuna.jpg""}]"
40,Japanese Ramen,ramen.jpg,dinner,Published,Authentic Japanese ramen with rich broth and toppings,"[{""id_ingredient"": 79, ""name_ingredient"": ""Ramen Noodles"", ""quantity"": 200.0, ""unit"": ""g"", ""image"": ""ramen_noodles.jpg""}, {""id_ingredient"": 80, ""name_ingredient"": ""Pork Belly"", ""quantity"": 150.0, ""unit"": ""g"", ""image"": ""pork_belly.jpg""}]"
41,Chicken Tikka Masala,chicken_tikka.jpg,dinner,Published,Classic Indian dish with tender chicken in creamy tomato sauce,"[{""id_ingredient"": 81, ""name_ingredient"": ""Chicken Breast"", ""quantity"": 300.0, ""unit"": ""g"", ""image"": ""chicken_breast.jpg""}, {""id_ingredient"": 82, ""name_ingredient"": ""Tomato Sauce"", ""quantity"": 200.0, ""unit"": ""ml"", ""image"": ""tomato_sauce.jpg""}]"
42,Chicken and Waffle Breakfast,chicken_waffle.jpg,breakfast,Pending Review,Southern-style crispy chicken served with fluffy waffles,"[{""id_ingredient"": 83, ""name_ingredient"": ""Chicken Thighs"", ""quantity"": 250.0, ""unit"": ""g"", ""image"": ""chicken_thighs.jpg""}, {""id_ingredient"": 84, ""name_ingredient"": ""Waffle Mix"", ""quantity"": 150.0, ""unit"": ""g"", ""image"": ""waffle_mix.jpg""}]"
43,Chicken Caesar Wrap,caesar_wrap.jpg,lunch,Published,Grilled chicken Caesar salad wrapped in a tortilla,"[{""id_ingredient"": 85, ""name_ingredient"": ""Grilled Chicken"", ""quantity"": 200.0, ""unit"": ""g"", ""image"": ""grilled_chicken.jpg""}, {""id_ingredient"": 86, ""name_ingredient"": ""Tortilla"", ""quantity"": 1.0, ""unit"": ""piece"", ""image"": ""tortilla.jpg""}]"
44,Chicken Fajitas,chicken_fajitas.jpg,dinner,Pending Review,Sizzling Mexican-style chicken with peppers and onions,"[{""id_ingredient"": 87, ""name_ingredient"": ""Chicken Strips"", ""quantity"": 250.0, ""unit"": ""g"", ""image"": ""chicken_strips.jpg""}, {""id_ingredient"": 88, ""name_ingredient"": ""Bell Peppers"", ""quantity"": 2.0, ""unit"": ""piece"", ""image"": ""bell_peppers.jpg""}]"
45,Chicken Protein Smoothie,chicken_protein.jpg,breakfast,Published,High-protein smoothie with chicken and fruits,"[{""id_ingredient"": 89, ""name_ingredient"": ""Chicken Breast"", ""quantity"": 150.0, ""unit"": ""g"", ""image"": ""chicken_breast.jpg""}, {""id_ingredient"": 90, ""name_ingredient"": ""Protein Powder"", ""quantity"": 30.0, ""unit"": ""g"", ""image"": ""protein_powder.jpg""}]"
46,Buffalo Chicken Sandwich,buffalo_chicken.jpg,lunch,Published,Spicy buffalo chicken on a crispy roll,"[{""id_ingredient"": 91, ""name_ingredient"": ""Chicken Breast"", ""quantity"": 200.0, ""unit"": ""g"", ""image"": ""chicken_breast.jpg""}, {""id_ingredient"": 92, ""name_ingredient"": ""Buffalo Sauce"", ""quantity"": 50.0, ""unit"": ""ml"", ""image"": ""buffalo_sauce.jpg""}]"
47,Chicken Teriyaki Bowl,chicken_teriyaki.jpg,dinner,Pending Review,Japanese-inspired teriyaki chicken over rice,"[{""id_ingredient"": 93, ""name_ingredient"": ""Chicken Thighs"", ""quantity"": 300.0, ""unit"": ""g"", ""image"": ""chicken_thighs.jpg""}, {""id_ingredient"": 94, ""name_ingredient"": ""Teriyaki Sauce"", ""quantity"": 100.0, ""unit"": ""ml"", ""image"": ""teriyaki_sauce.jpg""}]"
48,Chicken and Spinach Frittata,chicken_frittata.jpg,breakfast,Published,Protein-packed egg dish with chicken and spinach,"[{""id_ingredient"": 95, ""name_ingredient"": ""Chicken"", ""quantity"": 150.0, ""unit"": ""g"", ""image"": ""chicken.jpg""}, {""id_ingredient"": 96, ""name_ingredient"": ""Eggs"", ""quantity"": 4.0, ""unit"": ""piece"", ""image"": ""eggs.jpg""}]"
49,Chicken Pesto Pasta,chicken_pesto.jpg,lunch,Pending Review,Creamy pesto pasta with grilled chicken,"[{""id_ingredient"": 97, ""name_ingredient"": ""Chicken Breast"", ""quantity"": 250.0, ""unit"": ""g"", ""image"": ""chicken_breast.jpg""}, {""id_ingredient"": 98, ""name_ingredient"": ""Pesto Sauce"", ""quantity"": 75.0, ""unit"": ""ml"", ""image"": ""pesto_sauce.jpg""}]"
50,Coconut Curry Chicken,coconut_curry_chicken.jpg,dinner,Published,Creamy coconut curry with tender chicken pieces,"[{""id_ingredient"": 99, ""name_ingredient"": ""Chicken Thighs"", ""quantity"": 300.0, ""unit"": ""g"", ""image"": ""chicken_thighs.jpg""}, {""id_ingredient"": 100, ""name_ingredient"": ""Coconut Milk"", ""quantity"": 200.0, ""unit"": ""ml"", ""image"": ""coconut_milk.jpg""}]"
51,Korean Gochujang Chicken,korean_chicken.jpg,dinner,Published,Spicy Korean-style chicken with gochujang sauce,"[{""id_ingredient"": 101, ""name_ingredient"": ""Chicken Thighs"", ""quantity"": 300.0, ""unit"": ""g"", ""image"": ""chicken_thighs.jpg""}, {""id_ingredient"": 102, ""name_ingredient"": ""Gochujang Sauce"", ""quantity"": 50.0, ""unit"": ""ml"", ""image"": ""gochujang_sauce.jpg""}]"
52,Chicken Breakfast Quesadilla,chicken_quesadilla.jpg,breakfast,Pending Review,Hearty breakfast quesadilla with scrambled chicken,"[{""id_ingredient"": 103, ""name_ingredient"": ""Chicken Breast"", ""quantity"": 200.0, ""unit"": ""g"", ""image"": ""chicken_breast.jpg""}, {""id_ingredient"": 104, ""name_ingredient"": ""Tortilla"", ""quantity"": 2.0, ""unit"": ""piece"", ""image"": ""tortilla.jpg""}]"
53,Mediterranean Chicken Salad,med_chicken_salad.jpg,lunch,Published,Grilled chicken with Mediterranean ingredients,"[{""id_ingredient"": 105, ""name_ingredient"": ""Grilled Chicken"", ""quantity"": 250.0, ""unit"": ""g"", ""image"": ""grilled_chicken.jpg""}, {""id_ingredient"": 106, ""name_ingredient"": ""Mixed Salad Greens"", ""quantity"": 100.0, ""unit"": ""g"", ""image"": ""salad_greens.jpg""}]"
54,Chicken Chimichanga,chicken_chimichanga.jpg,dinner,Pending Review,Deep-fried chicken and cheese burrito,"[{""id_ingredient"": 107, ""name_ingredient"": ""Chicken"", ""quantity"": 300.0, ""unit"": ""g"", ""image"": ""chicken.jpg""}, {""id_ingredient"": 108, ""name_ingredient"": ""Tortilla"", ""quantity"": 2.0, ""unit"": ""piece"", ""image"": ""tortilla.jpg""}]"
55,Chicken Protein Pancakes,chicken_pancakes.jpg,breakfast,Published,High-protein pancakes with shredded chicken,"[{""id_ingredient"": 109, ""name_ingredient"": ""Chicken Breast"", ""quantity"": 150.0, ""unit"": ""g"", ""image"": ""chicken_breast.jpg""}, {""id_ingredient"": 110, ""name_ingredient"": ""Protein Powder"", ""quantity"": 30.0, ""unit"": ""g"", ""image"": ""protein_powder.jpg""}]"
56,BBQ Chicken Sandwich,bbq_chicken_sandwich.jpg,lunch,Published,Slow-cooked BBQ pulled chicken sandwich,"[{""id_ingredient"": 111, ""name_ingredient"": ""Chicken Breast"", ""quantity"": 250.0, ""unit"": ""g"", ""image"": ""chicken_breast.jpg""}, {""id_ingredient"": 112, ""name_ingredient"": ""BBQ Sauce"", ""quantity"": 100.0, ""unit"": ""ml"", ""image"": ""bbq_sauce.jpg""}]"
57,Cashew Chicken,cashew_chicken.jpg,dinner,Pending Review,Chinese-style stir-fried chicken with cashews,"[{""id_ingredient"": 113, ""name_ingredient"": ""Chicken Breast"", ""quantity"": 300.0, ""unit"": ""g"", ""image"": ""chicken_breast.jpg""}, {""id_ingredient"": 114, ""name_ingredient"": ""Cashews"", ""quantity"": 100.0, ""unit"": ""g"", ""image"": ""cashews.jpg""}]"
58,Chicken Shakshuka,chicken_shakshuka.jpg,breakfast,Published,Middle Eastern-inspired chicken and egg dish,"[{""id_ingredient"": 115, ""name_ingredient"": ""Chicken"", ""quantity"": 200.0, ""unit"": ""g"", ""image"": ""chicken.jpg""}, {""id_ingredient"": 116, ""name_ingredient"": ""Eggs"", ""quantity"": 4.0, ""unit"": ""piece"", ""image"": ""eggs.jpg""}]"
59,Greek Chicken Gyros,greek_chicken_gyros.jpg,lunch,Pending Review,Traditional Greek chicken gyros with tzatziki,"[{""id_ingredient"": 117, ""name_ingredient"": ""Chicken Breast"", ""quantity"": 250.0, ""unit"": ""g"", ""image"": ""chicken_breast.jpg""}, {""id_ingredient"": 118, ""name_ingredient"": ""Pita Bread"", ""quantity"": 2.0, ""unit"": ""piece"", ""image"": ""pita_bread.jpg""}]"
60,Moroccan Spiced Chicken,moroccan_chicken.jpg,dinner,Published,Slow-cooked chicken with aromatic Moroccan spices,"[{""id_ingredient"": 119, ""name_ingredient"": ""Chicken Thighs"", ""quantity"": 400.0, ""unit"": ""g"", ""image"": ""chicken_thighs.jpg""}, {""id_ingredient"": 120, ""name_ingredient"": ""Moroccan Spice Mix"", ""quantity"": 30.0, ""unit"": ""g"", ""image"": ""moroccan_spices.jpg""}]"
