id_recipe,name_recipe,image,type,status,summary,ingredients
27,Stuffed Bell Peppers,stuffed_peppers.jpg,dinner,Pending Review,Colorful bell peppers stuffed with rice and meat,"[{""id_ingredient"": 53, ""name_ingredient"": ""Bell Peppers"", ""quantity"": 4.0, ""unit"": ""piece"", ""image"": ""bell_peppers.jpg""}, {""id_ingredient"": 54, ""name_ingredient"": ""Ground Beef"", ""quantity"": 250.0, ""unit"": ""g"", ""image"": ""ground_beef.jpg""}]"
28,Shakshuka,shakshuka.jpg,breakfast,Published,Middle Eastern eggs poached in spicy tomato sauce,"[{""id_ingredient"": 55, ""name_ingredient"": ""Eggs"", ""quantity"": 4.0, ""unit"": ""piece"", ""image"": ""eggs.jpg""}, {""id_ingredient"": 56, ""name_ingredient"": ""Tomato Sauce"", ""quantity"": 200.0, ""unit"": ""ml"", ""image"": ""tomato_sauce.jpg""}]"
29,Poke Bowl,poke_bowl.jpg,lunch,Pending Review,Hawaiian-style raw fish bowl with rice and toppings,"[{""id_ingredient"": 57, ""name_ingredient"": ""Sushi Grade Tuna"", ""quantity"": 200.0, ""unit"": ""g"", ""image"": ""tuna.jpg""}, {""id_ingredient"": 58, ""name_ingredient"": ""Sushi Rice"", ""quantity"": 150.0, ""unit"": ""g"", ""image"": ""sushi_rice.jpg""}]"
30,Moroccan Tagine,moroccan_tagine.jpg,dinner,Published,Traditional slow-cooked Moroccan stew with meat and vegetables,"[{""id_ingredient"": 59, ""name_ingredient"": ""Lamb Shoulder"", ""quantity"": 500.0, ""unit"": ""g"", ""image"": ""lamb_shoulder.jpg""}, {""id_ingredient"": 60, ""name_ingredient"": ""Preserved Lemons"", ""quantity"": 50.0, ""unit"": ""g"", ""image"": ""preserved_lemons.jpg""}]"
31,Korean Bibimbap,bibimbap.jpg,dinner,Published,Traditional Korean mixed rice bowl with vegetables and meat,"[{""id_ingredient"": 61, ""name_ingredient"": ""Beef"", ""quantity"": 200.0, ""unit"": ""g"", ""image"": ""beef.jpg""}, {""id_ingredient"": 62, ""name_ingredient"": ""Rice"", ""quantity"": 150.0, ""unit"": ""g"", ""image"": ""rice.jpg""}]"
32,Chia Seed Pudding,chia_pudding.jpg,breakfast,Pending Review,Creamy overnight chia seed pudding with tropical fruits,"[{""id_ingredient"": 63, ""name_ingredient"": ""Chia Seeds"", ""quantity"": 50.0, ""unit"": ""g"", ""image"": ""chia_seeds.jpg""}, {""id_ingredient"": 64, ""name_ingredient"": ""Coconut Milk"", ""quantity"": 200.0, ""unit"": ""ml"", ""image"": ""coconut_milk.jpg""}]"
33,Greek Gyros Plate,gyros_plate.jpg,lunch,Published,Classic Greek gyros with tzatziki and pita,"[{""id_ingredient"": 65, ""name_ingredient"": ""Pita Bread"", ""quantity"": 2.0, ""unit"": ""piece"", ""image"": ""pita.jpg""}, {""id_ingredient"": 66, ""name_ingredient"": ""Tzatziki"", ""quantity"": 100.0, ""unit"": ""g"", ""image"": ""tzatziki.jpg""}]"
34,Indian Butter Chicken,butter_chicken.jpg,dinner,Pending Review,Creamy tomato-based chicken curry with aromatic spices,"[{""id_ingredient"": 67, ""name_ingredient"": ""Chicken Thighs"", ""quantity"": 300.0, ""unit"": ""g"", ""image"": ""chicken_thighs.jpg""}, {""id_ingredient"": 68, ""name_ingredient"": ""Tomato Sauce"", ""quantity"": 200.0, ""unit"": ""ml"", ""image"": ""tomato_sauce.jpg""}]"
35,Green Detox Smoothie,detox_smoothie.jpg,breakfast,Published,Nutrient-packed green smoothie with leafy greens,"[{""id_ingredient"": 69, ""name_ingredient"": ""Spinach"", ""quantity"": 100.0, ""unit"": ""g"", ""image"": ""spinach.jpg""}, {""id_ingredient"": 70, ""name_ingredient"": ""Green Apple"", ""quantity"": 1.0, ""unit"": ""piece"", ""image"": ""green_apple.jpg""}]"
36,Cuban Sandwich,cuban_sandwich.jpg,lunch,Published,Traditional Cuban pressed sandwich with ham and pickles,"[{""id_ingredient"": 71, ""name_ingredient"": ""Pork Shoulder"", ""quantity"": 200.0, ""unit"": ""g"", ""image"": ""pork_shoulder.jpg""}, {""id_ingredient"": 72, ""name_ingredient"": ""Pickles"", ""quantity"": 50.0, ""unit"": ""g"", ""image"": ""pickles.jpg""}]"
37,Peruvian Lomo Saltado,lomo_saltado.jpg,dinner,Pending Review,Peruvian stir-fried beef with French fries,"[{""id_ingredient"": 73, ""name_ingredient"": ""Beef Sirloin"", ""quantity"": 250.0, ""unit"": ""g"", ""image"": ""beef_sirloin.jpg""}, {""id_ingredient"": 74, ""name_ingredient"": ""French Fries"", ""quantity"": 150.0, ""unit"": ""g"", ""image"": ""french_fries.jpg""}]"
38,Matcha Overnight Oats,matcha_oats.jpg,breakfast,Published,Green tea-infused overnight oats,"[{""id_ingredient"": 75, ""name_ingredient"": ""Rolled Oats"", ""quantity"": 100.0, ""unit"": ""g"", ""image"": ""rolled_oats.jpg""}, {""id_ingredient"": 76, ""name_ingredient"": ""Matcha Powder"", ""quantity"": 10.0, ""unit"": ""g"", ""image"": ""matcha_powder.jpg""}]"
39,Sushi Burrito,sushi_burrito.jpg,lunch,Pending Review,Fusion sushi roll wrapped like a burrito,"[{""id_ingredient"": 77, ""name_ingredient"": ""Sushi Rice"", ""quantity"": 150.0, ""unit"": ""g"", ""image"": ""sushi_rice.jpg""}, {""id_ingredient"": 78, ""name_ingredient"": ""Fresh Tuna"", ""quantity"": 200.0, ""unit"": ""g"", ""image"": ""tuna.jpg""}]"
40,Japanese Ramen,ramen.jpg,dinner,Published,Authentic Japanese ramen with rich broth and toppings,"[{""id_ingredient"": 79, ""name_ingredient"": ""Ramen Noodles"", ""quantity"": 200.0, ""unit"": ""g"", ""image"": ""ramen_noodles.jpg""}, {""id_ingredient"": 80, ""name_ingredient"": ""Pork Belly"", ""quantity"": 150.0, ""unit"": ""g"", ""image"": ""pork_belly.jpg""}]"
